Sort	Isolate Sort	Realm	Subrealm	Kingdom	Subkingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species	Exemplar or additional isolate	Virus name(s)	Virus name abbreviation(s)	Virus isolate designation	Virus GENBANK accession	Virus REFSEQ accession	Genome coverage	Genome composition	Host source	virus tax id	virus name	virus lineage	refseq id	KEGG GENOME	KEGG DISEASE	DISEASE	host tax id	host name	host lineage	pmid	evidence	sample type	source organism
9621	1	Riboviria		Orthornavirae		Negarnaviricota	Polyploviricotina	Ellioviricetes		Bunyavirales		Peribunyaviridae		Orthobunyavirus		Orthobunyavirus oropoucheense	E	Oropouche virus	OROV		L: AF484424; M: AF441119; S: AY237111	NC_005776	Complete genome	ssRNA(-)	invertebrates, vertebrates	118655.0	Oropouche virus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Peribunyaviridae; Orthobunyavirus; Orthobunyavirus oropoucheense	NC_005776	T40062	H02163	Oropouche fever	9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	12536293	Literature		
9643	1	Riboviria		Orthornavirae		Negarnaviricota	Polyploviricotina	Ellioviricetes		Bunyavirales		Peribunyaviridae		Orthobunyavirus		Orthobunyavirus shermanense	E	Fort Sherman virus	FSV	86MSP18	L: KX100132; M: KX100131; S: KX100130	NC_043617	Complete genome	ssRNA(-)	invertebrates, vertebrates	273345.0	Fort Sherman virus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Peribunyaviridae; Orthobunyavirus; Orthobunyavirus shermanense	NC_043617				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	32009301	Literature, RefSeq		
9657	1	Riboviria		Orthornavirae		Negarnaviricota	Polyploviricotina	Ellioviricetes		Bunyavirales		Peribunyaviridae		Orthobunyavirus		Orthobunyavirus tataguineense	E	Tataguine virus	TATV	H9963	L: KP792678; M: KP792677; S: KP792676	NC_043607	Complete genome	ssRNA(-)	invertebrates, vertebrates	1623310.0	Tataguine virus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Peribunyaviridae; Orthobunyavirus; Orthobunyavirus tataguineense	NC_043607				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	26610546	Literature		
9713	1	Riboviria		Orthornavirae		Negarnaviricota	Polyploviricotina	Ellioviricetes		Bunyavirales		Phenuiviridae		Bandavirus		Bandavirus amblyommae	E	lone star virus	LSV	TMA 1381	L: KC589005; M: KC589006; S: KC589007	NC_021242	Complete genome	ssRNA(-)	invertebrates, vertebrates	1219465.0	Lone Star virus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Bandavirus; Bandavirus amblyommae; Lone Star bandavirus	NC_021242				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	23637969	Literature		
9715	1	Riboviria		Orthornavirae		Negarnaviricota	Polyploviricotina	Ellioviricetes		Bunyavirales		Phenuiviridae		Bandavirus		Bandavirus dabieense	E	severe fever with thrombocytopenia syndrome virus	SFTSV	HB29	L: HM745930; M: HM745931; S: HM745932	NC_018136	Complete genome	ssRNA(-)	invertebrates, vertebrates	992212.0	SFTS virus HB29	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Bandavirus; Bandavirus dabieense	NC_018136	T40096	H01416	Severe fever with thrombocytopenia syndrome	9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	21410387	Literature, RefSeq, UniProt		
9716	1	Riboviria		Orthornavirae		Negarnaviricota	Polyploviricotina	Ellioviricetes		Bunyavirales		Phenuiviridae		Bandavirus		Bandavirus guertuense	E	Gùěrtú  virus	GTV	DXM	L: KT328593; M: KT328592; S: KT328591	NC_043611	Complete coding genome	ssRNA(-)	invertebrates, vertebrates	1763596.0	Guertu virus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Bandavirus; Bandavirus guertuense	NC_043611				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	29802259	Literature		
9767	1	Riboviria		Orthornavirae		Negarnaviricota	Polyploviricotina	Ellioviricetes		Bunyavirales		Phenuiviridae		Phlebovirus		Phlebovirus alenquerense	E	Alenquer virus	ALEV	BeH301101	L: HM119401; M: HM119402; S: HM119403	NC_055330	Complete genome	ssRNA(+/-)	invertebrates, vertebrates	629726.0	Alenquer virus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Phlebovirus; Phlebovirus alenquerense	NC_055330				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	21289119	Literature, RefSeq		
9777	1	Riboviria		Orthornavirae		Negarnaviricota	Polyploviricotina	Ellioviricetes		Bunyavirales		Phenuiviridae		Phlebovirus		Phlebovirus candiruense	E	Candirú virus	CDUV	BeH22511	L: HM119407; M: HM119408; S: HM119409	NC_015374	Complete genome	ssRNA(+/-)	invertebrates, vertebrates	629725.0	Chandiru virus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Phlebovirus; Phlebovirus candiruense	NC_015374				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		RefSeq		
9783	1	Riboviria		Orthornavirae		Negarnaviricota	Polyploviricotina	Ellioviricetes		Bunyavirales		Phenuiviridae		Phlebovirus		Phlebovirus chagresense	E	Chagres virus	CHGV	JW-10	L: HM566147; M: HM566146; S: HM566148	NC_055327	Complete genome	ssRNA(+/-)	invertebrates, vertebrates	629727.0	Chagres virus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Phlebovirus; Phlebovirus chagresense	NC_055327				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	14248987	Literature		
9789	1	Riboviria		Orthornavirae		Negarnaviricota	Polyploviricotina	Ellioviricetes		Bunyavirales		Phenuiviridae		Phlebovirus		Phlebovirus echarateense	E	Echarate virus	ECHV	OBS 6528	L: HM119410; M: HM119411; S: HM119412	NC_055339	Complete genome	ssRNA(+/-)	invertebrates, vertebrates	1000646.0	Echarate virus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Phlebovirus; Phlebovirus echarateense	NC_055339				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	21289119	Literature, RefSeq		
9803	1	Riboviria		Orthornavirae		Negarnaviricota	Polyploviricotina	Ellioviricetes		Bunyavirales		Phenuiviridae		Phlebovirus		Phlebovirus maldonadoense	E	Maldonado virus	MLOV	FMD 0077	L: HM119413; M: HM119414; S: HM119415	NC_055344	Complete coding genome	ssRNA(+/-)	invertebrates, vertebrates	1004889.0	Maldonado virus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Phlebovirus; Phlebovirus maldonadoense	NC_055344				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	21289119	Literature, RefSeq		
9805	1	Riboviria		Orthornavirae		Negarnaviricota	Polyploviricotina	Ellioviricetes		Bunyavirales		Phenuiviridae		Phlebovirus		Phlebovirus medjerdaense	E	Medjerda Valley virus	MVV	T131	L: KU255114; M: KU255115; S: KU297253	NC_055383	Complete genome	ssRNA(+/-)	invertebrates, vertebrates	1775957.0	Medjerda Valley virus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Phlebovirus; Phlebovirus medjerdaense	NC_055383				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	26704069	Literature		
9807	1	Riboviria		Orthornavirae		Negarnaviricota	Polyploviricotina	Ellioviricetes		Bunyavirales		Phenuiviridae		Phlebovirus		Phlebovirus mukawaense	E	Mukawa virus	MKWV	MKW73	L: LC063770; M: LC063768; S: LC063769	NC_043510	Complete genome	ssRNA(+/-)	invertebrates, vertebrates	1569922.0	Mukawa virus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Phlebovirus; Phlebovirus mukawaense	NC_043510				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	29898985	Literature		
9808	1	Riboviria		Orthornavirae		Negarnaviricota	Polyploviricotina	Ellioviricetes		Bunyavirales		Phenuiviridae		Phlebovirus		Phlebovirus mungubaense	E	Munguba virus	MUNV	BeAr389707	L: HM566164; M: HM566165; S: HM566166	NC_033830	Complete coding genome	ssRNA(+/-)	invertebrates, vertebrates	1048854.0	Munguba virus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Phlebovirus; Phlebovirus mungubaense	NC_033830				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	26935112, 27818182	Literature		
9824	1	Riboviria		Orthornavirae		Negarnaviricota	Polyploviricotina	Ellioviricetes		Bunyavirales		Phenuiviridae		Phlebovirus		Phlebovirus riftense	E	Rift Valley fever virus	RVFV	ZH-548	L: DQ375403; M: DQ380206; S: DQ380151	NC_014397	Complete genome	ssRNA(+/-)	invertebrates, vertebrates	11588.0	Rift Valley fever virus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Phlebovirus; Phlebovirus riftense	NC_014397	T40030	H01549	Rift Valley fever	9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		RefSeq, UniProt		
9834	1	Riboviria		Orthornavirae		Negarnaviricota	Polyploviricotina	Ellioviricetes		Bunyavirales		Phenuiviridae		Phlebovirus		Phlebovirus siciliaense	E	sandfly fever Sicilian virus	SFSV	Izmir 19	L: GQ847513; M: GQ847512; S: GQ847511	NC_015412	Complete genome	ssRNA(+/-)	invertebrates, vertebrates	688699.0	sandfly fever Turkey virus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Phlebovirus; Phlebovirus siciliaense	NC_015412				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		RefSeq		
9838	1	Riboviria		Orthornavirae		Negarnaviricota	Polyploviricotina	Ellioviricetes		Bunyavirales		Phenuiviridae		Phlebovirus		Phlebovirus toroense	E	Punta Toro virus	PTV	Adames	L: KP272028; M: KP272029; S: KP272030	NC_039192	Complete genome	ssRNA(+/-)	invertebrates, vertebrates	11587.0	Punta Toro virus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Phlebovirus; Phlebovirus toroense	NC_039192				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	25934793	Literature, RefSeq, UniProt		
9841	1	Riboviria		Orthornavirae		Negarnaviricota	Polyploviricotina	Ellioviricetes		Bunyavirales		Phenuiviridae		Phlebovirus		Phlebovirus toscanaense	E	Toscana virus	TOSV	ISS.Phl.3	L: X68414; M: X89628; S: X53794	NC_006319	Complete coding genome	ssRNA(+/-)	invertebrates, vertebrates	206160.0	Sandfly fever Naples virus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Phlebovirus; Phlebovirus napoliense	NC_006319	T40064	H02164	Sandfly fever	9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	1846496, 24096318	Literature		
9845	1	Riboviria		Orthornavirae		Negarnaviricota	Polyploviricotina	Ellioviricetes		Bunyavirales		Phenuiviridae		Phlebovirus		Phlebovirus zerdaliense	E	Zerdali virus	ZERV	37	L: KP966616; M: KP966617; S: KP966618	NC_037613	Complete coding genome	ssRNA(+/-)	invertebrates, vertebrates	1764086.0	Zerdali virus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Phlebovirus; Phlebovirus zerdaliense	NC_037613				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	27007326	Literature		
9866	1	Riboviria		Orthornavirae		Negarnaviricota	Polyploviricotina	Ellioviricetes		Bunyavirales		Phenuiviridae		Uukuvirus		Uukuvirus kabutoense	E	Kabuto mountain virus	KAMV	T32	L: LC153711; M: LC153712; S: LC153713	NC_036604	Complete genome	ssRNA(-)	invertebrates, vertebrates	1851087.0	Kabuto mountain virus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Uukuvirus; Uukuvirus kabutoense	NC_036604				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	29197549	Literature		
9873	1	Riboviria		Orthornavirae		Negarnaviricota	Polyploviricotina	Ellioviricetes		Bunyavirales		Phenuiviridae		Uukuvirus		Uukuvirus tachengense	E	Tǎchéng tick virus 2	TcTV2	TC252	L: KM817684; S: KM817744	NC_055425	Complete coding genome	ssRNA(+/-)	invertebrates, vertebrates	1608084.0	Tacheng Tick Virus 2	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Uukuvirus; Uukuvirus tachengense	NC_055425				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	33496245	Literature		
9877	1	Riboviria		Orthornavirae		Negarnaviricota	Polyploviricotina	Ellioviricetes		Bunyavirales		Phenuiviridae		Uukuvirus		Uukuvirus uukuniemiense	E	Uukuniemi virus	UUKV	S 23	L: D10759; M: M17417; S: M33551	NC_005214	Complete genome	ssRNA(-)	invertebrates, vertebrates	11591.0	Uukuniemi virus	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Uukuvirus; Uukuvirus uukuniemiense	NC_005214				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	1629699	Literature, UniProt		
9914	1	Riboviria		Orthornavirae		Negarnaviricota	Polyploviricotina	Insthoviricetes		Articulavirales		Orthomyxoviridae		Alphainfluenzavirus		Alphainfluenzavirus influenzae	E	influenza A virus	FLUAV	A/PR/8/34	RNA1: V00603; RNA2: J02151; RNA3: V01106; RNA4: V01088; RNA5: J02147; RNA6: J02146; RNA7: V01099; RNA8: J02150	NC_002023	Complete genome	ssRNA(-)	vertebrates	211044.0	Influenza A virus (A/Puerto Rico/8/1934(H1N1))	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae; Influenza A virus; H1N1 subtype	NC_002023	T40035	H00398	Influenza	9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		UniProt		
9915	1	Riboviria		Orthornavirae		Negarnaviricota	Polyploviricotina	Insthoviricetes		Articulavirales		Orthomyxoviridae		Betainfluenzavirus		Betainfluenzavirus influenzae	E	influenza B virus	FLUBV	B/Lee/40	RNA1: M14880; RNA2: AF101982; RNA3: AF102017; RNA4: K00423; RNA5: K01395; RNA6: J02095; RNA7: J02094; RNA8: J02096	NC_002204	Complete genome	ssRNA(-)	vertebrates	518987.0	Influenza B virus (B/Lee/1940)	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Betainfluenzavirus; Betainfluenzavirus influenzae; Influenza B virus	NC_002204				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		UniProt		
