query	qlen
hemagglutinin-esterase_glycoprotein__YP_173237__Human_coronavirus_HKU1__290028	386
hemagglutinin-neuraminidase__ACA49109__Avian_metaavulavirus_2__2560313	580
hemagglutinin-neuraminidase__NP_054713__Mumps_orthorubulavirus__2560602	582
hemagglutinin-neuraminidase__YP_009094033__Sosuga_virus__1452514	582
hemagglutinin-neuraminidase__YP_009094059__Avian_metaavulavirus_7__2560317	569
hemagglutinin-neuraminidase__YP_009513218__Avian_metaavulavirus_2__2560313	580
tegument_serine_threonine_protein_kinase__YP_002608287__Human_herpesvirus_5__10359	707
hypothetical_protein_VARVgp129__NP_042173__Variola_virus__10255	96
hypothetical_protein_VARVgp131__NP_042175__Variola_virus__10255	194
hypothetical_protein_VARVgp132__NP_042176__Variola_virus__10255	702
hypothetical_protein_VARVgp133__NP_042177__Variola_virus__10255	498
hypothetical_protein_VARVgp134__NP_042178__Variola_virus__10255	110
hypothetical_protein_VARVgp135__NP_042179__Variola_virus__10255	146
hypothetical_protein_VARVgp136__NP_042180__Variola_virus__10255	305
hypothetical_protein_VARVgp137__NP_042181__Variola_virus__10255	77
hypothetical_protein_VARVgp138__NP_042182__Variola_virus__10255	140
hypothetical_protein_VARVgp139__NP_042183__Variola_virus__10255	270
hypothetical_protein_VARVgp140__NP_042184__Variola_virus__10255	184
hypothetical_protein_VARVgp142__NP_042186__Variola_virus__10255	60
hypothetical_protein_VARVgp143__NP_042187__Variola_virus__10255	216
hypothetical_protein_VARVgp145__NP_042189__Variola_virus__10255	68
hypothetical_protein_VARVgp146__NP_042190__Variola_virus__10255	62
hypothetical_protein_VARVgp147__NP_042191__Variola_virus__10255	277
hypothetical_protein_VARVgp149__NP_042193__Variola_virus__10255	122
hypothetical_protein_VARVgp151__NP_042195__Variola_virus__10255	61
hypothetical_protein_VARVgp152__NP_042196__Variola_virus__10255	218
hypothetical_protein_VARVgp153__NP_042197__Variola_virus__10255	133
hypothetical_protein_VARVgp154__NP_042198__Variola_virus__10255	195
hypothetical_protein_VARVgp155__NP_042199__Variola_virus__10255	210
hypothetical_protein_VARVgp156__NP_042200__Variola_virus__10255	61
hypothetical_protein_VARVgp157__NP_042201__Variola_virus__10255	125
hypothetical_protein_VARVgp158__NP_042202__Variola_virus__10255	240
hypothetical_protein_VARVgp159__NP_042203__Variola_virus__10255	244
hypothetical_protein_VARVgp160__NP_042204__Variola_virus__10255	205
hypothetical_protein_VARVgp161__NP_042205__Variola_virus__10255	162
hypothetical_protein_VARVgp162__NP_042206__Variola_virus__10255	552
hypothetical_protein_VARVgp163__NP_042207__Variola_virus__10255	334
hypothetical_protein_VARVgp164__NP_042208__Variola_virus__10255	71
hypothetical_protein_VARVgp165__NP_042209__Variola_virus__10255	71
hypothetical_protein_VARVgp166__NP_042210__Variola_virus__10255	172
hypothetical_protein_VARVgp167__NP_042211__Variola_virus__10255	313
hypothetical_protein_VARVgp168__NP_042212__Variola_virus__10255	151
hypothetical_protein_VARVgp169__NP_042213__Variola_virus__10255	300
hypothetical_protein_VARVgp170__NP_042214__Variola_virus__10255	66
hypothetical_protein_VARVgp171__NP_042215__Variola_virus__10255	65
hypothetical_protein_VARVgp172__NP_042216__Variola_virus__10255	85
hypothetical_protein_VARVgp173__NP_042217__Variola_virus__10255	63
hypothetical_protein_VARVgp174__NP_042218__Variola_virus__10255	558
hypothetical_protein_VARVgp176__NP_042220__Variola_virus__10255	56
hypothetical_protein_VARVgp177__NP_042221__Variola_virus__10255	266
hypothetical_protein_VARVgp178__NP_042222__Variola_virus__10255	97
hypothetical_protein_VARVgp179__NP_042223__Variola_virus__10255	65
hypothetical_protein_VARVgp180__NP_042224__Variola_virus__10255	134
hypothetical_protein_VARVgp181__NP_042225__Variola_virus__10255	344
hypothetical_protein_VARVgp182__NP_042226__Variola_virus__10255	149
hypothetical_protein_VARVgp183__NP_042227__Variola_virus__10255	63
hypothetical_protein_VARVgp184__NP_042228__Variola_virus__10255	86
hypothetical_protein_VARVgp185__NP_042229__Variola_virus__10255	69
hypothetical_protein_VARVgp186__NP_042230__Variola_virus__10255	340
hypothetical_protein_VARVgp187__NP_042231__Variola_virus__10255	574
hypothetical_protein_VARVgp188__NP_042232__Variola_virus__10255	354
hypothetical_protein_VARVgp189__NP_042233__Variola_virus__10255	787
hypothetical_protein_VARVgp190__NP_042234__Variola_virus__10255	70
hypothetical_protein_VARVgp191__NP_042235__Variola_virus__10255	83
hypothetical_protein_VARVgp192__NP_042236__Variola_virus__10255	88
hypothetical_protein_VARVgp193__NP_042237__Variola_virus__10255	372
hypothetical_protein_VARVgp195__NP_042239__Variola_virus__10255	585
hypothetical_protein_VARVgp196__NP_042240__Variola_virus__10255	349
hypothetical_protein_YMTVg124R__NP_938380__Yaba_monkey_tumor_virus__38804	192
hypothetical_protein_YMTVg125R__NP_938381__Yaba_monkey_tumor_virus__38804	285
hypothetical_protein_YMTVg127R__NP_938383__Yaba_monkey_tumor_virus__38804	266
hypothetical_protein_YMTVg129R__NP_938385__Yaba_monkey_tumor_virus__38804	138
hypothetical_protein_YMTVg131R__NP_938386__Yaba_monkey_tumor_virus__38804	83
hypothetical_protein_YMTVg132R__NP_938387__Yaba_monkey_tumor_virus__38804	85
hypothetical_protein_YMTVg139R__NP_938391__Yaba_monkey_tumor_virus__38804	194
hypothetical_protein_YMTVg28.5L__NP_938284__Yaba_monkey_tumor_virus__38804	58
putative_NS5B_peptide__YP_009227296__Human_pegivirus_2__1729141	567
putative_ORF3_protein__YP_009181997__Human_associated_gemyvongvirus_1__1985415	292
protein_UL95__YP_073807__Human_betaherpesvirus_7__10372	346
protein_UL95__YP_081542__Human_betaherpesvirus_5__10359	533
protein_UL95__YP_401689__Human_gammaherpesvirus_4__10376	332
protein_US1__NP_783803__Human_herpesvirus_5__10359	156
protein_UL95__YP_004936061__Cercopithecine_betaherpesvirus_5__50292	418
E6_protein__NP_040305__Mupapillomavirus_1__334203	140
E6__YP_004169263__Human_papillomavirus_type_128__931209	143
E6__YP_004169270__Human_papillomavirus_type_129__931210	152
nucleocapsid_protein__YP_009825061__SARS_coronavirus_Tor2__227984	422
nucleocapsid_protein__YP_010085082__Snowshoe_hare_virus__11580	235
nucleocapsid_protein__YP_010086230__Tacheng_Tick_Virus_2__1608084	440
nucleocapsid_protein__YP_138511__Parainfluenza_virus_5__2905673	509
nucleocapsid_protein__YP_308667__Influenza_A_virus_-A_goose_Guangdong_1_1996-H5N1--__93838	498
nucleocapsid_protein__YP_308843__Influenza_A_virus_-A_New_York_392_2004-H3N2--__335341	498
nucleoprotein_N__NP_056793__Lyssavirus_rabies__11292	450
nucleoprotein_N__YP_142350__Lyssavirus_mokola__12538	450
nucleoprotein__NP_040982__Influenza_A_virus_-A_Puerto_Rico_8_1934-H1N1--__211044	498
nucleoprotein__NP_056661__Influenza_B_virus_-B_Lee_1940-__518987	560
nucleocapsid_protein__YP_009362072__Madrid_virus__348013	235
nucleocapsid_protein__YP_009449452__Kabuto_mountain_virus__1851087	256
nucleocapsid_protein__YP_009505322__Vesicular_stomatitis_Indiana_virus__11277	422
nucleocapsid_protein__YP_009507868__Catu_virus__1678225	237
nucleocapsid_protein__YP_009507880__Guama_virus__1678234	237
nucleocapsid_protein__YP_009512965__Menangle_virus__152219	519
nucleocapsid_protein__YP_009513213__Avian_metaavulavirus_2__2560313	457
nucleocapsid_protein__YP_009555245__Human_coronavirus_OC43__31631	448
nucleocapsid_protein__YP_009666136__Severe_fever_with_thrombocytopenia_syndrome_virus__1003835	245
nucleocapsid_protein__YP_009666940__Guertu_virus__1763596	245
hypothetical_protein__NP_043510__JC_polyomavirus__10632	225
hypothetical_protein__NP_043511__JC_polyomavirus__10632	354
hypothetical_protein__NP_043512__JC_polyomavirus__10632	688
hypothetical_protein__NP_043513__JC_polyomavirus__10632	172
hypothetical_protein__YP_004934012__Human_papillomavirus_126__1055684	143
hypothetical_protein__YP_004934013__Human_papillomavirus_126__1055684	100
hypothetical_protein__YP_004934014__Human_papillomavirus_126__1055684	607
hypothetical_protein__YP_004934015__Human_papillomavirus_126__1055684	395
hypothetical_protein__YP_004934016__Human_papillomavirus_126__1055684	172
hypothetical_protein__YP_004934017__Human_papillomavirus_126__1055684	499
hypothetical_protein__YP_004934018__Human_papillomavirus_126__1055684	523
hypothetical_protein__YP_006393285__Human_papillomavirus_135__1070408	148
hypothetical_protein__YP_006393292__Human_papillomavirus_136__1070409	147
hypothetical_protein__YP_006393299__Human_papillomavirus_type_137__1070410	132
hypothetical_protein__YP_006393306__Human_papillomavirus_140__1070413	125
hypothetical_protein__YP_006393313__Human_papillomavirus_type_144__1070417	150
hypothetical_protein__YP_007518449__TTV-like_mini_virus__93678	96
hypothetical_protein__YP_007518450__TTV-like_mini_virus__93678	672
hypothetical_protein__YP_007518451__TTV-like_mini_virus__93678	100
hypothetical_protein__YP_008798237__Gyrovirus_Tu243__1415627	89
hypothetical_protein__YP_009022027__Circo-like_virus-Brazil_hs1__1346815	206
hypothetical_protein__YP_009022028__Circo-like_virus-Brazil_hs1__1346815	243
hypothetical_protein__YP_009022030__Circo-like_virus-Brazil_hs1__1346815	220
hypothetical_protein__YP_009051961__Human_circovirus_VS6600022__1525173	195
hypothetical_protein__YP_009051963__Human_circovirus_VS6600022__1525173	315
hypothetical_protein__YP_009058896__Bufavirus-3__1391667	130
hypothetical_protein__YP_009259548__Gemycircularvirus_HV-GcV1__1862824	40
hypothetical_protein__YP_009259552__Gemycircularvirus_HV-GcV2__1862825	54
hypothetical_protein__YP_009259557__Circular_ssDNA_virus_sp.__2805939	143
hypothetical_protein__YP_009361872__Le_Dantec_virus__318848	64
hypothetical_protein__YP_009389528__Human_fecal_virus_Jorvi4__2017083	321
hypothetical_protein__YP_009389530__Human_fecal_virus_Jorvi2__2017081	221
hypothetical_protein__YP_009389531__Human_fecal_virus_Jorvi2__2017081	162
hypothetical_protein__YP_009389532__Human_fecal_virus_Jorvi2__2017081	127
hypothetical_protein__YP_009389533__Human_fecal_virus_Jorvi2__2017081	116
hypothetical_protein__YP_009389535__Human_fecal_virus_Jorvi3__2017082	251
hypothetical_protein__YP_009505755__Torque_teno_midi_virus_5__2065046	258
hypothetical_protein__YP_009505756__Torque_teno_midi_virus_5__2065046	269
hypothetical_protein__YP_009505757__Torque_teno_midi_virus_5__2065046	125
hypothetical_protein__YP_009505758__Torque_teno_midi_virus_5__2065046	664
hypothetical_protein__YP_009505759__Torque_teno_midi_virus_6__2065047	265
hypothetical_protein__YP_009505760__Torque_teno_midi_virus_6__2065047	266
hypothetical_protein__YP_009505761__Torque_teno_midi_virus_6__2065047	125
hypothetical_protein__YP_009505762__Torque_teno_midi_virus_6__2065047	666
hypothetical_protein__YP_009505763__Torque_teno_midi_virus_7__2065048	262
hypothetical_protein__YP_009505764__Torque_teno_midi_virus_7__2065048	269
hypothetical_protein__YP_009505765__Torque_teno_midi_virus_7__2065048	126
hypothetical_protein__YP_009505766__Torque_teno_midi_virus_7__2065048	664
hypothetical_protein__YP_009505767__Torque_teno_midi_virus_8__2065049	253
hypothetical_protein__YP_009505768__Torque_teno_midi_virus_8__2065049	262
hypothetical_protein__YP_009505769__Torque_teno_midi_virus_8__2065049	122
hypothetical_protein__YP_009505770__Torque_teno_midi_virus_8__2065049	669
hypothetical_protein__YP_009505771__Torque_teno_midi_virus_9__2065050	263
hypothetical_protein__YP_009505772__Torque_teno_midi_virus_9__2065050	278
hypothetical_protein__YP_009505773__Torque_teno_midi_virus_9__2065050	123
hypothetical_protein__YP_009505774__Torque_teno_midi_virus_9__2065050	658
hypothetical_protein__YP_009505775__Torque_teno_midi_virus_10__2065051	256
hypothetical_protein__YP_009505776__Torque_teno_midi_virus_10__2065051	258
hypothetical_protein__YP_009505777__Torque_teno_midi_virus_10__2065051	120
hypothetical_protein__YP_009505778__Torque_teno_midi_virus_10__2065051	663
hypothetical_protein__YP_009505779__Torque_teno_midi_virus_11__2065052	263
hypothetical_protein__YP_009505780__Torque_teno_midi_virus_11__2065052	270
hypothetical_protein__YP_009505781__Torque_teno_midi_virus_11__2065052	124
hypothetical_protein__YP_009505782__Torque_teno_midi_virus_11__2065052	664
hypothetical_protein__YP_009505783__Torque_teno_midi_virus_12__2065053	259
hypothetical_protein__YP_009505784__Torque_teno_midi_virus_12__2065053	260
hypothetical_protein__YP_009505785__Torque_teno_midi_virus_12__2065053	117
hypothetical_protein__YP_009505786__Torque_teno_midi_virus_12__2065053	664
hypothetical_protein__YP_009505787__Torque_teno_midi_virus_13__2065054	265
hypothetical_protein__YP_009505788__Torque_teno_midi_virus_13__2065054	268
hypothetical_protein__YP_009505789__Torque_teno_midi_virus_13__2065054	127
hypothetical_protein__YP_009505790__Torque_teno_midi_virus_13__2065054	670
hypothetical_protein__YP_009505791__Torque_teno_midi_virus_14__2065055	264
hypothetical_protein__YP_009505792__Torque_teno_midi_virus_14__2065055	269
hypothetical_protein__YP_009505793__Torque_teno_midi_virus_14__2065055	125
hypothetical_protein__YP_009505794__Torque_teno_midi_virus_14__2065055	667
hypothetical_protein__YP_009508806__Cutavirus__1867125	111
hypothetical_protein__YP_009508808__Cutavirus__1867125	92
hypothetical_protein__YP_009551702__Yichang_virus__2053026	109
hypothetical_protein_sars3a__NP_828852__SARS_coronavirus_Tor2__227984	274
hypothetical_protein_sars3b__NP_828853__SARS_coronavirus_Tor2__227984	154
hypothetical_protein_sars6__NP_828856__SARS_coronavirus_Tor2__227984	63
hypothetical_protein_sars7a__NP_828857__SARS_coronavirus_Tor2__227984	122
hypothetical_protein_sars8a__NP_849176__SARS_coronavirus_Tor2__227984	39
hypothetical_protein_sars8b__NP_849177__SARS_coronavirus_Tor2__227984	84
hypothetical_protein_sars9b__NP_828859__SARS_coronavirus_Tor2__227984	98
immediate-early_protein_4__NP_050199__Human_betaherpesvirus_6B__32604	389
immediate-early_protein_6__NP_050198__Human_betaherpesvirus_6B__32604	294
inactive_Cu-Zn_superoxide_dismutase-like_in_virion__YP_233053__Vaccinia_virus__10245	125
inactive_Cu-Zn_superoxide_dismutase-like_virion_protein__YP_009408545__NY_014_poxvirus__2025360	108
inner_capsid_protein__YP_008126846__Human_rotavirus_B__10942	391
inner_capsid_protein__YP_008126847__Human_rotavirus_B__10942	934
insulin_metalloproteinase-like_protein__YP_232960__Vaccinia_virus__10245	591
integral_membrane_protein__NP_042965__Human_betaherpesvirus_6A__32603	344
integrase__NP_705928__Human_immunodeficiency_virus_1__11676	288
integrase__YP_001856243__Human_immunodeficiency_virus_1__11676	288
interferon-gamma_receptor__YP_010085645__Akhmeta_virus__2200830	266
interferon_resistance_protein__NP_042067__Variola_virus__10255	88
interferon_resistance_protein__YP_232916__Vaccinia_virus__10245	88
interleukin-10_BCRF1__YP_401634__Human_gammaherpesvirus_4__10376	170
interleukin-10__NP_783792__Human_herpesvirus_5__10359	175
interleukin-10__YP_004936071__Cercopithecine_betaherpesvirus_5__50292	185
interleukin-10__YP_081552__Human_betaherpesvirus_5__10359	176
interleukin-18-binding_protein__YP_232895__Vaccinia_virus__10245	126
internal_protein__NP_150084__Bovine_coronavirus__11128	207
internal_protein__YP_009924318__Human_coronavirus_OC43__31631	60
internal_virion_protein__YP_010085546__Akhmeta_virus__2200830	353
involved_in_plaque_and_EEV_formation__YP_232933__Vaccinia_virus__10245	635
kelch-containing_protein__YP_010085455__Akhmeta_virus__2200830	273
kelch-containing_protein__YP_010085636__Akhmeta_virus__2200830	564
kelch-containing_protein__YP_010085647__Akhmeta_virus__2200830	501
kelch-containing_protein__YP_010085657__Akhmeta_virus__2200830	559
kelch-like_protein__NP_938275__Yaba_monkey_tumor_virus__38804	524
kelch-like_protein__YP_009408419__NY_014_poxvirus__2025360	472
kelch-like_protein__YP_009408571__NY_014_poxvirus__2025360	408
kelch-like_protein__YP_010085479__Akhmeta_virus__2200830	512
kelch-like_protein__YP_010085494__Akhmeta_virus__2200830	480
kelch-like_protein__YP_232908__Vaccinia_virus__10245	512
kelch-like_protein__YP_232924__Vaccinia_virus__10245	480
kelch-like_protein__YP_233062__Vaccinia_virus__10245	564
large_T-antigen__YP_005271179__bat_adenovirus_3__2758098	459
large_T-antigen__YP_009246344__Bat_mastadenovirus_WIV9__1788436	576
large_T-antigen__YP_009246377__Bat_mastadenovirus_WIV10__1788432	576
large_T-antigen__YP_009246416__Bat_mastadenovirus_WIV11__1788433	576
large_T_antigen__YP_001111259__Betapolyomavirus_tertihominis__1891764	641
large_T_antigen__YP_001285488__WU_Polyomavirus__440266	648
large_T_antigen__YP_003800007__Trichodysplasia_spinulosa-associated_polyomavirus__862909	697
large_T_antigen__YP_003848919__Human_polyomavirus_6__746830	669
large_T_antigen__YP_003848924__Human_polyomavirus_7__746831	671
large_T_antigen__YP_004243706__Human_polyomavirus_9__943908	680
large_T_antigen__YP_006495789__MW_polyomavirus__1203539	668
large_T_antigen__YP_007354885__STL_polyomavirus__1277649	659
large_T_antigen__YP_009030021__New_Jersey_polyomavirus-2013__1497391	711
large_T_antigen__YP_009111421__Merkel_cell_polyomavirus__493803	817
large_T_antigen__YP_009352871__LI_polyomavirus__1965344	800
large_T_antigen__YP_717940__Betapolyomavirus_hominis__1891762	695
large_delta_antigen__NP_597693__Hepatitis_delta_virus__12475	214
large_envelope_protein__YP_009173869__Hepatitis_B_virus__10407	389
large_ribonuclease_reductase__NP_050209__Human_betaherpesvirus_6B__32604	804
large_subunit_of_mRNA_capping_enzyme__YP_232988__Vaccinia_virus__10245	844
late_16kDa_putative_membrane_protein__YP_232979__Vaccinia_virus__10245	133
late_gene_transcription_VLTF-1__YP_232968__Vaccinia_virus__10245	260
late_gene_transcription_factor_VLTF-2__YP_233001__Vaccinia_virus__10245	150
late_gene_transcription_factor_VLTF-3__YP_233002__Vaccinia_virus__10245	224
late_protein_L1__NP_077122__Alphapapillomavirus_4__337043	510
late_protein_L2__NP_077121__Alphapapillomavirus_4__337043	524
late_protein_L2__YP_009345877__Human_papillomavirus_type_156__1248396	551
late_transcription_elongation_factor__YP_232962__Vaccinia_virus__10245	220
late_transcription_factor_VLTF-1__NP_042115__Variola_virus__10255	260
late_transcription_factor_VLTF-1__NP_938313__Yaba_monkey_tumor_virus__38804	260
late_transcription_factor_VLTF-1__YP_010085542__Akhmeta_virus__2200830	260
late_transcription_factor_VLTF-2__NP_042148__Variola_virus__10255	150
late_transcription_factor_VLTF-2__NP_938346__Yaba_monkey_tumor_virus__38804	151
late_transcription_factor_VLTF-2__YP_010085577__Akhmeta_virus__2200830	150
late_transcription_factor_VLTF-3__NP_042149__Variola_virus__10255	224
late_transcription_factor_VLTF-3__NP_938347__Yaba_monkey_tumor_virus__38804	224
late_transcription_factor_VLTF-3__YP_010085578__Akhmeta_virus__2200830	224
late_transcription_factor_VLTF-4__NP_042132__Variola_virus__10255	221
late_transcription_factor_VLTF-4__NP_938331__Yaba_monkey_tumor_virus__38804	180
late_transcription_factor_VLTF-4__YP_010085557__Akhmeta_virus__2200830	324
late_transcription_factor__YP_010085559__Akhmeta_virus__2200830	208
late_transcriptional_factor__YP_010085535__Akhmeta_virus__2200830	220
