RefSeq_ID	GenBank_ID	Match_Type
YP_443856	No Match Found	No Match
NP_851869	No Match Found	No Match
NP_042129	No Match Found	No Match
YP_009408480	No Match Found	No Match
YP_010377089	No Match Found	No Match
NP_619896	AAM13554.1	GenBank Name Curated (Extracted Product)
NP_073458	CAC21311.1	GenBank Name Curated (Extracted Product)
YP_232982	No Match Found	No Match
NP_044034	No Match Found	No Match
NP_938328	No Match Found	No Match
YP_010085556	AXN74893.1	GenBank Name Curated (Extracted Product)
YP_003848922	ADE45463.1	Product
YP_003848917	ADE45433.1	Product
YP_001111257	No Match Found	No Match
YP_001285486	ABQ09291.1	Product
NP_775511	No Match Found	No Match
YP_009333115	No Match Found	No Match
NP_722465	No Match Found	No Match
NP_775511	No Match Found	No Match
NP_776009	No Match Found	No Match
NP_776022	No Match Found	No Match
YP_009329957	No Match Found	No Match
NP_740302	No Match Found	No Match
YP_009430308	No Match Found	No Match
YP_004734464_RNA-dependent_RNA_polymerase_NS5	No Match Found	No Match
NP_775524	No Match Found	No Match
YP_009227205	No Match Found	No Match
NP_722539	No Match Found	No Match
NP_775674	No Match Found	No Match
NP_740729	No Match Found	No Match
NP_851781	AAP41050.1	GenBank Name Curated (Extracted Product)
NP_620007	AAA60950.1	GenBank Name Curated (Extracted Product)
YP_081571	AAR31675.1	GenBank Name Curated (Extracted Product)
NP_740300	No Match Found	No Match
NP_722536	No Match Found	No Match
NP_775508	No Match Found	No Match
NP_775521	No Match Found	No Match
YP_009227203	No Match Found	No Match
YP_009333112	No Match Found	No Match
YP_009430305	No Match Found	No Match
YP_009329954	No Match Found	No Match
NP_740727	No Match Found	No Match
NP_776019	No Match Found	No Match
YP_004734464_nonstructural_protein_NS4A	No Match Found	No Match
NP_776006	No Match Found	No Match
NP_733810	No Match Found	No Match
NP_775671	No Match Found	No Match
YP_008126854	No Match Found	No Match
NP_056919	No Match Found	No Match
YP_009512967	AFY09788.1	GenBank Name Curated (Extracted Product)
YP_001129412	ABD28910.1	Product
YP_008798236	AGZ20416.1	Product
YP_006576516	AFO67214.1	Product
YP_401665	No Match Found	No Match
YP_001129460	No Match Found	No Match
YP_233073	AAO89470.1	GenBank Name Curated (Extracted Product)
NP_040146	CAA27906.1	GenBank Name Curated (Extracted Product)
NP_740672	No Match Found	No Match
NP_740651	No Match Found	No Match
NP_740680	No Match Found	No Match
NP_740689	No Match Found	No Match
NP_818997	No Match Found	No Match
NP_818935	No Match Found	No Match
NP_740667	No Match Found	No Match
YP_913813	No Match Found	No Match
NP_740705	No Match Found	No Match
NP_740698	No Match Found	No Match
NP_040171	CAA27932.1	GenBank Name Curated (Extracted Product)
NP_957897	AAR98345.1	GenBank Name Curated (Extracted Product)
NP_042940	CAA58381.1	GenBank Name Curated (Extracted Product)
NP_050228	No Match Found	No Match
NP_694868	No Match Found	No Match
YP_004928149	AAQ91881.1	GenBank Name Curated (Extracted Product)
NP_044032	No Match Found	No Match
NP_056665	No Match Found	No Match
YP_238298	No Match Found	No Match
YP_002213787	No Match Found	No Match
YP_002213820	No Match Found	No Match
YP_443915	No Match Found	No Match
NP_851928	No Match Found	No Match
NP_043962	No Match Found	No Match
NP_050188	No Match Found	No Match
NP_040124	No Match Found	No Match
YP_002608309	No Match Found	No Match
YP_081591	AAR31695.1	GenBank Name Curated (Extracted Product)
YP_009505736	ABU55891.1	Product
YP_238301	No Match Found	No Match
NP_579880	No Match Found	No Match
NP_740406	No Match Found	No Match
YP_443847	No Match Found	No Match
NP_851860	No Match Found	No Match
YP_004935998	AEV80387.1	GenBank Name Curated (Extracted Product)
NP_619942	AAM13600.1	GenBank Name Curated (Extracted Product)
NP_040858	No Match Found	No Match
YP_005271187	ADD17107.1	GenBank Name Curated (Extracted Product)
NP_044090	No Match Found	No Match
NP_957893	AAR98341.1	GenBank Name Curated (Extracted Product)
NP_042193	No Match Found	No Match
NP_604438	No Match Found	No Match
NP_604437	No Match Found	No Match
NP_604434	No Match Found	No Match
NP_604436	No Match Found	No Match
NP_040514	No Match Found	No Match
YP_002213768	No Match Found	No Match
YP_001974424	No Match Found	No Match
YP_009246345	No Match Found	No Match
YP_009246417	No Match Found	No Match
NP_040913	No Match Found	No Match
YP_002213801	No Match Found	No Match
NP_040851	No Match Found	No Match
YP_009246378	No Match Found	No Match
YP_009408451	No Match Found	No Match
NP_042100	No Match Found	No Match
NP_073429	CAC21282.1	GenBank Name Curated (Extracted Product)
YP_232953	No Match Found	No Match
NP_619868	AAM13526.1	GenBank Name Curated (Extracted Product)
NP_043996	No Match Found	No Match
NP_938299	No Match Found	No Match
YP_010085526	AXN74863.1	GenBank Name Curated (Extracted Product)
YP_010377060	No Match Found	No Match
NP_957808	AAR98256.1	GenBank Name Curated (Extracted Product)
YP_010085554	AXN74891.1	GenBank Name Curated (Extracted Product)
NP_042127	No Match Found	No Match
NP_938326	AAR07427.1	Product
NP_044030	No Match Found	No Match
NP_957833	AAR98281.1	GenBank Name Curated (Extracted Product)
NP_619894	AAM13552.1	GenBank Name Curated (Extracted Product)
NP_073456	CAC21309.1	GenBank Name Curated (Extracted Product)
YP_010377087	No Match Found	No Match
YP_232980	AAO89377.1	GenBank Name Curated (Extracted Product)
YP_401668	No Match Found	No Match
NP_042917	CAA58404.1	Product
NP_050204	No Match Found	No Match
YP_010085481	AXN74818.1	GenBank Name Curated (Extracted Product)
NP_042060	No Match Found	No Match
YP_009408410	No Match Found	No Match
NP_619826	AAM13484.1	GenBank Name Curated (Extracted Product)
YP_010377018	No Match Found	No Match
YP_232910	AAO89307.1	Product
NP_056657	No Match Found	No Match
YP_089653	No Match Found	No Match
YP_308665	No Match Found	No Match
NP_040985	No Match Found	No Match
YP_308847	No Match Found	No Match
YP_009118471	No Match Found	No Match
NP_859040	No Match Found	No Match
YP_308851	No Match Found	No Match
YP_009118628	No Match Found	No Match
NP_044015	No Match Found	No Match
NP_044083	No Match Found	No Match
YP_003038639	No Match Found	No Match
NP_859023	No Match Found	No Match
NP_740439	No Match Found	No Match
YP_009361872	AJR28457.1	GenBank Name Curated (Extracted Product)
NP_751904	No Match Found	No Match
NP_740683	No Match Found	No Match
NP_819005	No Match Found	No Match
NP_740708	No Match Found	No Match
NP_740674	No Match Found	No Match
NP_740645	No Match Found	No Match
NP_741965	No Match Found	No Match
NP_740692	No Match Found	No Match
NP_818999	No Match Found	No Match
NP_818939	No Match Found	No Match
NP_042192	No Match Found	No Match
NP_957884	AAR98332.1	GenBank Name Curated (Extracted Product)
YP_009551702	ATV90891.1	GenBank Name Curated (Extracted Product)
YP_001129381	ABD28879.1	Product
NP_740442	No Match Found	No Match
YP_164338	No Match Found	No Match
NP_044106	No Match Found	No Match
YP_009408432	No Match Found	No Match
YP_010377115	No Match Found	No Match
YP_010085584	AXN74921.1	GenBank Name Curated (Extracted Product)
NP_042155	No Match Found	No Match
NP_938353	AAR07454.1	Product
NP_619922	AAM13580.1	GenBank Name Curated (Extracted Product)
YP_009408506	No Match Found	No Match
NP_957860	AAR98308.1	GenBank Name Curated (Extracted Product)
NP_044061	No Match Found	No Match
YP_233008	AAO89405.1	GenBank Name Curated (Extracted Product)
NP_073483	CAC21336.1	GenBank Name Curated (Extracted Product)
YP_002802310	ACO83398.2	GenBank Name Curated (Extracted Product)
YP_009458638	SPC53497.1	Product
YP_495283	No Match Found	No Match
YP_002802298	No Match Found	No Match
YP_392515	CAA58801.1	GenBank Name Curated (Extracted Product)
YP_081508	AAR31614.1	GenBank Name Curated (Extracted Product)
YP_073773	No Match Found	No Match
NP_050214	No Match Found	No Match
NP_042926	CAA58413.1	Product
YP_002608254	No Match Found	No Match
YP_004936025	AEV80414.1	GenBank Name Curated (Extracted Product)
NP_751906	No Match Found	No Match
AVT44118	No Match Found	No Match
YP_001129403	ABD28901.1	Product
NP_740409	No Match Found	No Match
YP_238296	No Match Found	No Match
YP_009513214	No Match Found	No Match
YP_009512952	No Match Found	No Match
YP_009094056	No Match Found	No Match
ACA49105	No Match Found	No Match
YP_009505759	BAF76078.1	GenBank Name Curated (Extracted Product)
YP_009505783	BAF76114.1	GenBank Name Curated (Extracted Product)
YP_009505792	BAF76131.1	GenBank Name Curated (Extracted Product)
YP_009505779	BAF76110.1	GenBank Name Curated (Extracted Product)
YP_009505787	BAF76122.1	GenBank Name Curated (Extracted Product)
YP_003587903	No Match Found	No Match
YP_009505775	BAF76106.1	GenBank Name Curated (Extracted Product)
YP_009505767	BAF76098.1	GenBank Name Curated (Extracted Product)
YP_009505763	BAF76082.1	GenBank Name Curated (Extracted Product)
YP_009505755	BAF76074.1	GenBank Name Curated (Extracted Product)
YP_009505791	BAF76130.1	GenBank Name Curated (Extracted Product)
YP_009505764	BAF76083.1	GenBank Name Curated (Extracted Product)
YP_003587902	No Match Found	No Match
YP_009505756	BAF76075.1	GenBank Name Curated (Extracted Product)
YP_009505776	BAF76107.1	GenBank Name Curated (Extracted Product)
YP_009505780	BAF76111.1	GenBank Name Curated (Extracted Product)
YP_009505771	BAF76102.1	GenBank Name Curated (Extracted Product)
NP_040155	No Match Found	No Match
NP_056856	No Match Found	No Match
NP_694477	No Match Found	No Match
YP_008431133	No Match Found	No Match
YP_009440976	No Match Found	No Match
YP_008126853	No Match Found	No Match
YP_002956112	No Match Found	No Match
YP_002956085	No Match Found	No Match
YP_002956116	No Match Found	No Match
YP_002956127	No Match Found	No Match
YP_002956105	No Match Found	No Match
NP_619820	AAM13478.1	GenBank Name Curated (Extracted Product)
YP_009246425	No Match Found	No Match
YP_001974451	No Match Found	No Match
YP_009246386	No Match Found	No Match
YP_009246353	No Match Found	No Match
YP_002213776	No Match Found	No Match
YP_005271188	ADD17108.2	GenBank Name Curated (Extracted Product)
NP_040523	No Match Found	No Match
NP_040859	No Match Found	No Match
YP_002213809	No Match Found	No Match
NP_040921	No Match Found	No Match
YP_002302328	No Match Found	No Match
YP_002455784	No Match Found	No Match
NP_057860_0-344	No Match Found	No Match
YP_009246423	No Match Found	No Match
YP_005271186	ADD17106.2	GenBank Name Curated (Extracted Product)
YP_002213807	No Match Found	No Match
NP_040857	No Match Found	No Match
NP_040920	No Match Found	No Match
YP_002213774	No Match Found	No Match
YP_001974428	No Match Found	No Match
NP_040521	No Match Found	No Match
YP_009246351	No Match Found	No Match
YP_009246384	No Match Found	No Match
YP_004936028	AEV80417.1	GenBank Name Curated (Extracted Product)
NP_050217	No Match Found	No Match
YP_081511	AAR31618.1	GenBank Name Curated (Extracted Product)
YP_401648	No Match Found	No Match
YP_001129426	AAD46496.2	Product
YP_002608257	No Match Found	No Match
YP_009137184	AEV91371.1	GenBank Name Curated (Extracted Product)
NP_040149	No Match Found	No Match
YP_001129444	No Match Found	No Match
NP_042929	CAA58416.1	Product
YP_443879	No Match Found	No Match
YP_009137107	AEQ77063.1	GenBank Name Curated (Extracted Product)
NP_851892	No Match Found	No Match
YP_073776	No Match Found	No Match
YP_009924318	No Match Found	No Match
NP_619902	AAM13560.1	GenBank Name Curated (Extracted Product)
NP_957841	AAR98289.1	GenBank Name Curated (Extracted Product)
YP_009408486	No Match Found	No Match
NP_042135	No Match Found	No Match
NP_044041	No Match Found	No Match
YP_010377095	No Match Found	No Match
YP_232988	AAO89385.1	GenBank Name Curated (Extracted Product)
YP_010085563	AXN74900.1	GenBank Name Curated (Extracted Product)
NP_938334	AAR07435.1	Product
NP_073464	CAC21317.1	GenBank Name Curated (Extracted Product)
NP_957857	AAR98305.1	GenBank Name Curated (Extracted Product)
YP_009137127	AEQ77083.1	GenBank Name Curated (Extracted Product)
YP_009137204	AEV91391.1	GenBank Name Curated (Extracted Product)
NP_851912	No Match Found	No Match
YP_443899	No Match Found	No Match
NP_041713	No Match Found	No Match
YP_007641378	ADO63656.1	Product
YP_009505323	AAN16981.1	Product
YP_009047082	AFO67833.2	Product
YP_007641383	CAH17545.1	Product
YP_009505533	AMR98948.1	Product
YP_008126845	No Match Found	No Match
NP_619857	AAM13515.1	GenBank Name Curated (Extracted Product)
NP_938291	No Match Found	No Match
NP_073420	CAC21273.1	GenBank Name Curated (Extracted Product)
NP_957798	AAR98246.1	GenBank Name Curated (Extracted Product)
YP_010085514	AXN74851.1	GenBank Name Curated (Extracted Product)
YP_010377049	No Match Found	No Match
NP_042089	No Match Found	No Match
YP_232942	AAO89339.1	GenBank Name Curated (Extracted Product)
YP_009408440	No Match Found	No Match
YP_081468	AAR31574.2	GenBank Name Curated (Extracted Product)
YP_009944279	No Match Found	No Match
YP_238483	No Match Found	No Match
NP_694867	No Match Found	No Match
NP_694865	No Match Found	No Match
YP_004928146	AAQ91879.1	GenBank Name Curated (Extracted Product)
YP_004928148	AAQ91880.1	GenBank Name Curated (Extracted Product)
NP_851581	AAP41052.1	GenBank Name Curated (Extracted Product)
NP_619943	AAM13601.1	GenBank Name Curated (Extracted Product)
YP_001129358	ABD28856.1	Product
YP_401721	No Match Found	No Match
YP_001129514	No Match Found	No Match
NP_597817	No Match Found	No Match
YP_004936146	AEV80534.1	GenBank Name Curated (Extracted Product)
YP_003199423	ADJ00321.1	GenBank Name Curated (Extracted Product)
YP_009555252	No Match Found	No Match
NP_742136	No Match Found	No Match
NP_835350	No Match Found	No Match
YP_009924327	No Match Found	No Match
YP_009944289	No Match Found	No Match
YP_459943	No Match Found	No Match
YP_009944374	No Match Found	No Match
YP_009047237	No Match Found	No Match
YP_009944277	No Match Found	No Match
YP_009742616	No Match Found	No Match
YP_009944300	No Match Found	No Match
NP_828867	No Match Found	No Match
YP_009725305	No Match Found	No Match
YP_009047221	No Match Found	No Match
NP_619850	AAM13508.1	GenBank Name Curated (Extracted Product)
YP_009408537	No Match Found	No Match
YP_010085616	AXN74953.1	GenBank Name Curated (Extracted Product)
NP_619955	AAM13613.1	GenBank Name Curated (Extracted Product)
NP_042187	No Match Found	No Match
YP_010377145	No Match Found	No Match
YP_233041	AAO89438.1	GenBank Name Curated (Extracted Product)
YP_073763	No Match Found	No Match
YP_004935990	AEV80379.1	GenBank Name Curated (Extracted Product)
YP_233027	AAO89424.1	GenBank Name Curated (Extracted Product)
YP_009700093_p22	No Match Found	No Match
YP_009701462	No Match Found	No Match
YP_009538340_p22	No Match Found	No Match
NP_786947	No Match Found	No Match
YP_009701441	No Match Found	No Match
NP_740663	No Match Found	No Match
YP_081583	AAR31687.1	GenBank Name Curated (Extracted Product)
YP_010085507	No Match Found	No Match
YP_009408433	No Match Found	No Match
YP_401714	No Match Found	No Match
NP_044095	No Match Found	No Match
NP_042217	No Match Found	No Match
YP_443892	No Match Found	No Match
YP_009137120	AEQ77076.1	GenBank Name Curated (Extracted Product)
YP_009137197	AEV91384.1	GenBank Name Curated (Extracted Product)
NP_851905	No Match Found	No Match
NP_694456	No Match Found	No Match
YP_009051961	No Match Found	No Match
YP_009137139	AEQ77095.1	GenBank Name Curated (Extracted Product)
YP_443918	No Match Found	No Match
NP_043979	No Match Found	No Match
NP_044003	No Match Found	No Match
NP_050258	No Match Found	No Match
YP_232911	AAO89308.1	GenBank Name Curated (Extracted Product)
YP_010085482	AXN74819.1	GenBank Name Curated (Extracted Product)
YP_010377019	No Match Found	No Match
NP_042061	No Match Found	No Match
NP_619827	AAM13485.1	GenBank Name Curated (Extracted Product)
YP_081569	AAR31673.1	GenBank Name Curated (Extracted Product)
NP_694460	No Match Found	No Match
YP_008126851	No Match Found	No Match
YP_232934	AAO89331.1	GenBank Name Curated (Extracted Product)
YP_010377040	No Match Found	No Match
NP_073412	CAC21265.1	GenBank Name Curated (Extracted Product)
NP_043972	No Match Found	No Match
NP_938283	No Match Found	No Match
YP_009408431	No Match Found	No Match
YP_232917	AAO89314.1	GenBank Name Curated (Extracted Product)
NP_957788	AAR98236.1	GenBank Name Curated (Extracted Product)
NP_619848	AAM13506.1	GenBank Name Curated (Extracted Product)
YP_010085488	No Match Found	No Match
NP_042081	No Match Found	No Match
NP_619833	AAM13491.1	Product
YP_009408415	No Match Found	No Match
YP_010085505	AXN74842.1	GenBank Name Curated (Extracted Product)
YP_010377025	No Match Found	No Match
NP_050268	No Match Found	No Match
YP_009505513	AJN08919.1	GenBank Name Curated (Extracted Product)
NP_056863	No Match Found	No Match
YP_138515	AAC95515.1	GenBank Name Curated (Extracted Product)
